filename,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
014__[cel][nod][cla]0041__2.wav,0.029087699949741364,1370.5876624933974,2240.5351099147674,2481.1404666385133,0.024900458494208494,-353.01300048828125,192.5540771484375,-12.950643539428711,25.709104537963867,7.814646244049072,18.23596954345703,-4.733094692230225,3.0116188526153564,-3.6234583854675293,6.82017707824707,0.9034976363182068,0.21353524923324585,-1.9729164838790894,-0.9728028178215027,-0.6137232780456543,0.09425165504217148,-0.4629577398300171,-0.6785103678703308,2.6644678115844727,-3.5348093509674072,cel
014__[cel][nod][cla]0041__3.wav,0.0318770706653595,7483.021827595233,6889.6098754169725,16647.826488597973,0.15906280164092665,-224.04432678222656,60.321903228759766,16.554567337036133,8.770981788635254,15.220026969909668,11.477128028869629,3.164422035217285,-1.581192970275879,-0.9823146462440491,2.063142776489258,2.7939112186431885,-0.4142038822174072,-3.312758207321167,-3.3423373699188232,0.26216626167297363,2.4631993770599365,1.1782846450805664,-0.753328800201416,-1.4450410604476929,-2.3711655139923096,cel
027__[cel][nod][cla]0027__1.wav,0.05637350678443909,1722.6282236453965,1789.7921457861164,3045.825855152027,0.06544854005791506,-291.811767578125,198.17364501953125,-55.29019546508789,21.243213653564453,44.124794006347656,-11.39400863647461,-5.484707832336426,-12.637158393859863,-12.902828216552734,-0.518366277217865,-8.279531478881836,-2.386394739151001,-5.0468668937683105,-1.209645390510559,-2.046696186065674,-7.121581554412842,-7.60286808013916,-1.8252973556518555,1.5990716218948364,5.486395359039307,cel
027__[cel][nod][cla]0027__2.wav,0.050946421921253204,1688.626694663149,1854.8738176226539,2922.778980152027,0.06526001447876448,-313.99530029296875,195.2073974609375,-55.25363540649414,32.13325500488281,46.71826934814453,-6.836999893188477,-3.328420400619507,-17.130094528198242,-19.13113784790039,-1.8590137958526611,-12.894442558288574,1.042571783065796,-5.470615386962891,4.110584259033203,-3.2904701232910156,-2.070833683013916,-7.074979782104492,-6.238243579864502,-0.6753576397895813,9.989962577819824,cel
027__[cel][nod][cla]0027__3.wav,0.05092651769518852,1552.4962222814195,1941.3380986878474,2779.7785578547296,0.0495765715492278,-317.5242614746094,192.7484588623047,-49.20993423461914,30.130765914916992,52.76216506958008,-0.371809184551239,1.3047175407409668,-13.038212776184082,-11.27734661102295,4.325341701507568,-5.50874662399292,2.685361623764038,-5.220887660980225,4.974332332611084,-1.361975073814392,-1.4802950620651245,-2.7942826747894287,-0.6646763682365417,-7.521517753601074,-10.862177848815918,cel
031__[cel][nod][cla]0020__1.wav,0.01048057060688734,1744.4707151810587,2320.533461977609,3254.756123310811,0.025639478764478765,-490.2341613769531,157.8835906982422,-30.04608726501465,10.684781074523926,-2.0476396083831787,5.804671764373779,-3.7456040382385254,0.41165560483932495,-3.3649120330810547,-3.490687370300293,-2.647088050842285,-5.187172889709473,-6.951932907104492,-8.515873908996582,-11.431821823120117,-8.546182632446289,-9.019913673400879,-6.9021077156066895,-8.376497268676758,-6.1660919189453125,cel
031__[cel][nod][cla]0020__2.wav,0.014425717294216156,1797.5154258114394,2371.2406000069636,3185.9995249155404,0.038807990468146716,-416.12554931640625,161.0568084716797,-43.74071502685547,19.54121208190918,-6.449074745178223,12.860602378845215,-8.014484405517578,1.0759145021438599,-7.501659870147705,-6.5941572189331055,-5.010318279266357,-9.462843894958496,-11.72775936126709,-12.440714836120605,-9.848455429077148,-4.818050384521484,-5.207300186157227,-5.530983924865723,0.8440399765968323,6.345197677612305,cel
031__[cel][nod][cla]0020__3.wav,0.019447006285190582,1530.217050730913,2105.5957225665984,2763.1506017736488,0.026229563827220078,-415.6715393066406,167.2691192626953,-35.36888885498047,14.59664535522461,2.271364688873291,6.65657377243042,-4.4424028396606445,-6.377551555633545,-10.252593040466309,-14.148637771606445,-3.448657989501953,-9.94953727722168,-14.681384086608887,-14.712713241577148,-9.991137504577637,-7.401255130767822,-7.765338897705078,-9.971156120300293,-8.063651084899902,-6.099822521209717,cel
032__[cel][nod][cla]0033__1.wav,0.06957129389047623,10411.424554170726,6648.470376267977,18544.328019425677,0.4087083735521235,-94.32862091064453,14.268815040588379,10.278687477111816,4.247762680053711,1.6600944995880127,0.0659569725394249,-0.9772630333900452,-2.2541210651397705,-2.1604888439178467,-2.222360372543335,-3.1085407733917236,-4.307035446166992,-5.530272960662842,-6.441018104553223,-6.099935531616211,-4.5934038162231445,-2.325789451599121,0.8022765517234802,3.114086627960205,4.418511867523193,cel
032__[cel][nod][cla]0033__2.wav,0.10663749277591705,10381.624569205442,6659.208857372019,18537.34427787162,0.4094266560086873,-50.92393112182617,16.368465423583984,12.367799758911133,5.382063865661621,1.65204656124115,-0.07789918035268784,-1.0621795654296875,-1.5887151956558228,-1.4779249429702759,-2.3062808513641357,-3.4076907634735107,-4.69935941696167,-6.134579181671143,-7.042059898376465,-6.132519245147705,-4.562400817871094,-2.0667498111724854,0.23852641880512238,1.8211957216262817,2.031210422515869,cel
032__[cel][nod][cla]0033__3.wav,0.06940188258886337,1659.5128963102868,2325.140782079692,2922.4464210304054,0.02937228523166023,-275.1349182128906,172.48223876953125,-33.056671142578125,18.053733825683594,-0.9267680644989014,8.306842803955078,-17.62122917175293,-4.130964756011963,-10.949284553527832,-10.061212539672852,-8.456111907958984,-12.933343887329102,-14.09376335144043,-11.2840576171875,-7.375680446624756,-4.770515441894531,0.1739591509103775,0.22735218703746796,2.045687198638916,1.1740528345108032,cel
033__[cel][nod][cla]0031__1.wav,0.10526943951845169,10463.031169110713,6593.903636948687,18535.681482263513,0.4204158120173745,-51.61638641357422,11.278202056884766,6.953646183013916,2.461454391479492,0.2575559616088867,-1.5995852947235107,-3.473717212677002,-4.106217384338379,-3.5454819202423096,-2.9347081184387207,-2.753459930419922,-3.4929518699645996,-4.291717052459717,-4.29693603515625,-2.807804822921753,0.001895624678581953,2.976186752319336,4.933129787445068,5.465606212615967,4.203047752380371,cel
033__[cel][nod][cla]0031__2.wav,0.09833161532878876,10289.812818099186,6701.601138849782,18505.834301097973,0.4064121319980695,-55.30171203613281,20.44704246520996,15.891242980957031,8.589409828186035,4.569515228271484,2.213559627532959,0.9474137425422668,0.31880608201026917,0.5301214456558228,0.9332391023635864,0.5865052938461304,-0.3993748724460602,-2.1675262451171875,-4.062263488769531,-5.095115661621094,-5.330917835235596,-3.8881337642669678,-2.020318031311035,-1.788361668586731,-2.672051191329956,cel
033__[cel][nod][cla]0031__3.wav,0.05419373884797096,1637.1707717685495,2413.18772534741,2794.328019425676,0.034624607866795366,-287.4181823730469,181.4798583984375,-21.533031463623047,16.07621955871582,-0.44572654366493225,12.966708183288574,-18.761079788208008,1.4840688705444336,-7.820896148681641,-1.0300638675689697,-0.9430308938026428,-3.5141704082489014,-8.08428955078125,-2.579347848892212,-6.912961959838867,-4.416945934295654,-0.2179810106754303,0.783013105392456,5.379943370819092,3.1632282733917236,cel
038__[cel][nod][cla]0039__1.wav,0.01880965195596218,2041.1254399036009,2608.565691205702,3651.6654349662163,0.0433608832046332,-428.2047424316406,130.55799865722656,-30.576555252075195,17.991628646850586,4.483386039733887,8.127124786376953,-11.352648735046387,-8.486339569091797,-11.00954532623291,-6.007656574249268,-7.172697067260742,-7.307779312133789,-3.1497082710266113,3.4187374114990234,-3.364119529724121,-6.490086078643799,-1.8071720600128174,-1.9434268474578857,-4.182520866394043,-1.7592594623565674,cel
038__[cel][nod][cla]0039__2.wav,0.017273154109716415,2216.071174113853,2681.3014153258573,3801.4833192567567,0.05334331262065637,-412.4189453125,134.46131896972656,-45.49887466430664,27.45427131652832,-0.11282294243574142,11.900879859924316,-22.545635223388672,-5.245185852050781,-12.834177017211914,1.6847926378250122,2.735443592071533,5.446395397186279,0.08337496966123581,-1.3104610443115234,-21.031232833862305,-23.685075759887695,-9.007610321044922,6.372947692871094,9.885024070739746,7.737354755401611,cel
038__[cel][nod][cla]0039__3.wav,0.03577078506350517,1016.8969709494392,1819.9562331812076,1795.5698374155406,0.018929853402509654,-370.7371826171875,211.368408203125,-2.7091856002807617,5.395650386810303,23.845516204833984,16.807748794555664,-7.25672721862793,-8.310160636901855,-4.363203048706055,0.9717350006103516,1.5906622409820557,-0.26052945852279663,-0.8904950022697449,-3.3537752628326416,-9.98684310913086,-13.44836139678955,-9.962533950805664,-12.603421211242676,-12.882684707641602,-7.288888931274414,cel
041__[cel][nod][cla]0023__1.wav,0.02457134798169136,2513.8343225892877,4263.846027963079,3835.820048564189,0.04390006636100386,-356.5016174316406,157.72079467773438,-18.425249099731445,13.834744453430176,45.21092987060547,2.7588813304901123,12.186874389648438,-0.351116806268692,-11.15384292602539,16.228137969970703,-16.583690643310547,29.320112228393555,-11.654762268066406,10.438970565795898,-22.96524429321289,2.0843067169189453,-15.343144416809082,4.219626426696777,-6.756490230560303,8.452320098876953,cel
041__[cel][nod][cla]0023__2.wav,0.07773652672767639,10177.769409464341,6722.285641133971,18441.068412162163,0.35600604790057916,-90.17376708984375,18.53653335571289,14.087327003479004,9.360764503479004,7.421959400177002,4.51797342300415,0.31341949105262756,-3.086747884750366,-4.366273880004883,-5.076993942260742,-5.019583225250244,-4.546147346496582,-4.797060489654541,-4.789796352386475,-4.261949062347412,-3.076901912689209,-1.5877536535263062,1.0913221836090088,4.488797664642334,5.802218437194824,cel
041__[cel][nod][cla]0023__3.wav,0.05459824576973915,2077.024244115936,3764.508375028463,3192.3181482263512,0.028518264358108107,-309.373779296875,167.27114868164062,-14.736283302307129,6.235344886779785,48.256046295166016,-12.269083976745605,9.284061431884766,0.04355153068900108,-4.433824062347412,6.612850189208984,-17.364994049072266,12.837432861328125,-11.87255573272705,4.55426549911499,-12.432924270629883,4.977085590362549,-11.3070707321167,6.752871990203857,-2.102362871170044,13.002854347229004,cel
042__[cel][nod][cla]0042__1.wav,0.01902180165052414,1777.5056442016835,2572.4292676960936,2965.6791068412163,0.04153407034266409,-368.2629089355469,169.15890502929688,-30.22233009338379,23.43901252746582,0.04761790856719017,23.628721237182617,-13.672453880310059,4.37890625,-10.529092788696289,7.368188381195068,-1.2108782529830933,0.9437154531478882,-5.28134822845459,-4.239335060119629,-4.943469524383545,-1.8304961919784546,-2.0921478271484375,-1.6905072927474976,0.6382721066474915,-2.723256826400757,cel
042__[cel][nod][cla]0042__2.wav,0.015739716589450836,1845.928577216711,2579.192176409876,3276.3724662162163,0.04474654621138996,-383.6051025390625,165.6087646484375,-33.009765625,28.53953742980957,1.4710981845855713,18.928003311157227,-12.31216049194336,3.9265377521514893,-9.948530197143555,-0.46880844235420227,-4.290630340576172,-1.2048929929733276,-5.295474529266357,-9.407513618469238,-5.335404396057129,3.5775177478790283,-0.10229368507862091,-5.710383892059326,0.5635126829147339,-1.1495367288589478,cel
042__[cel][nod][cla]0042__3.wav,0.014593640342354774,1721.818972583315,2408.929209716548,3035.2671030405404,0.045896552244208494,-413.548828125,168.30458068847656,-31.340238571166992,24.977231979370117,10.039676666259766,20.9873104095459,-7.444441318511963,1.2157865762710571,-8.857107162475586,-0.6720283031463623,-2.9941599369049072,-1.1050257682800293,-8.580378532409668,-15.798022270202637,-2.3514418601989746,6.739834785461426,3.1169652938842773,-1.281912088394165,2.1019372940063477,-0.43610090017318726,cel
043__[cel][nod][cla]0029__1.wav,0.02454935945570469,2273.095536953683,3517.4477065814026,3412.3891469594596,0.04969722791988417,-355.4501647949219,170.70716857910156,-33.29007339477539,0.7272146940231323,52.437721252441406,-4.110828399658203,-2.664159059524536,-3.6152429580688477,-17.496614456176758,11.923042297363281,-18.94847869873047,10.5635986328125,-15.708293914794922,2.8227858543395996,-14.118505477905273,-0.033975813537836075,-17.916259765625,-0.229215607047081,-7.894000053405762,6.046034812927246,cel
043__[cel][nod][cla]0029__2.wav,0.030273569747805595,2386.8807852136083,3111.660765409278,3439.16015625,0.070148482746139,-358.0967102050781,155.14401245117188,-48.16228103637695,4.12527322769165,53.64897918701172,-10.199949264526367,2.8807528018951416,1.0461463928222656,-14.926047325134277,7.508251667022705,-21.205760955810547,4.3015971183776855,-20.15424346923828,-3.486462116241455,-12.478821754455566,3.540780782699585,-3.5304393768310547,21.076091766357422,17.036365509033203,20.72787857055664,cel
043__[cel][nod][cla]0029__3.wav,0.0372079536318779,1805.8258741031043,3360.34637523154,2989.1245249155404,0.024990950772200773,-378.322021484375,167.30999755859375,-6.514387607574463,5.308873653411865,51.3382453918457,5.04495906829834,2.5210986137390137,-5.741536617279053,-5.4041290283203125,10.277134895324707,-15.543457984924316,-2.246835470199585,-8.453179359436035,3.1651484966278076,-10.199642181396484,-3.3765816688537598,-15.47723388671875,-2.830993413925171,-8.529825210571289,-2.508852243423462,cel
046__[cel][nod][cla]0034__1.wav,0.029304828494787216,1865.7401971948968,2926.6264124861377,3015.9786739864867,0.032592302123552123,-358.6436462402344,165.0113067626953,-15.847233772277832,6.043238639831543,-6.526891231536865,14.416139602661133,-19.78365135192871,0.7190163731575012,-6.476169109344482,-0.9404523372650146,-2.2681658267974854,-3.848606824874878,-6.611630916595459,-3.3809032440185547,-10.4755277633667,-8.26861572265625,-2.3122494220733643,-0.11013994365930557,-0.3259213864803314,-3.243314504623413,cel
046__[cel][nod][cla]0034__2.wav,0.052532922476530075,1982.8020052791148,2757.376749880701,3503.759765625,0.03114254041988417,-314.3183898925781,138.5904083251953,-40.888282775878906,12.564603805541992,-11.30374813079834,12.546359062194824,-21.801223754882812,1.1765955686569214,-11.661541938781738,-6.441354751586914,-6.605029582977295,-11.440377235412598,-15.961090087890625,-4.769830703735352,-7.388090133666992,-5.284420013427734,-0.2607532739639282,-1.629509449005127,1.933517575263977,-3.95770525932312,cel
046__[cel][nod][cla]0034__3.wav,0.05927367880940437,2586.99539881834,3064.258343539242,4685.259184966216,0.051373220318532815,-328.0030822753906,99.16752624511719,-45.6942024230957,1.8688983917236328,-23.853248596191406,-0.015511708334088326,-35.67976379394531,-0.6027324199676514,2.801203489303589,20.139633178710938,28.759035110473633,17.88972282409668,-7.816784381866455,-15.593365669250488,-21.715206146240234,0.9377337694168091,22.7974910736084,18.817888259887695,6.372222423553467,-2.330587148666382,cel
048__[cel][nod][cla]0022__1.wav,0.05663486570119858,9743.598453247765,6893.719583794779,18288.17435599662,0.3095005580357143,-126.89228057861328,30.19217300415039,24.927427291870117,17.386476516723633,12.13660717010498,7.513004302978516,4.243657112121582,1.8973134756088257,0.8679775595664978,-0.2804567813873291,-2.0770187377929688,-4.861051082611084,-7.183111667633057,-7.0804901123046875,-5.02254581451416,-2.183293104171753,-1.4109240770339966,-2.104886293411255,-2.8702731132507324,-3.4269096851348877,cel
048__[cel][nod][cla]0022__2.wav,0.04218784347176552,1061.8277086047756,1803.9759840255626,1761.399387668919,0.018905345077220078,-367.4792785644531,209.51951599121094,-8.481510162353516,30.51217269897461,2.278672456741333,10.518342971801758,0.5378565192222595,-13.348339080810547,2.081108331680298,7.888742446899414,-15.346944808959961,-9.991247177124023,-11.875173568725586,-31.439178466796875,-4.720942497253418,-0.14142672717571259,-14.587725639343262,-1.6044307947158813,-5.1701507568359375,-13.777204513549805,cel
048__[cel][nod][cla]0022__3.wav,0.030496200546622276,1309.8258285381198,2068.4238306657794,2444.3095439189187,0.024336767012548263,-370.4881896972656,196.69752502441406,-14.249300003051758,35.76251220703125,-0.8749370574951172,9.862051963806152,-1.3994190692901611,-15.450984001159668,-2.9921741485595703,3.703493118286133,-15.861303329467773,-8.741189956665039,-9.315744400024414,-24.019296646118164,-2.1229281425476074,0.5898675918579102,-11.436421394348145,-1.4322116374969482,-4.277465343475342,-14.484518051147461,cel
056__[cel][nod][cla]0038__1.wav,0.020510131493210793,10867.690295531624,6445.343402884284,18687.744140625,0.4799163700530888,-212.65896606445312,0.28525063395500183,3.356473684310913,2.3766801357269287,1.0369609594345093,0.3680030107498169,-0.4354991018772125,-1.9007197618484497,-1.9905472993850708,-1.5925182104110718,-0.7282257676124573,0.9513992667198181,2.0870187282562256,2.319932222366333,1.5884736776351929,0.6813565492630005,-0.8407999277114868,-1.738816738128662,-2.4802770614624023,-3.083850145339966,cel
056__[cel][nod][cla]0038__2.wav,0.011274204589426517,1768.0989962120366,2169.854363301624,3055.220650337838,0.04940312801640927,-459.6171569824219,166.7954559326172,-33.216487884521484,20.984601974487305,7.23343563079834,0.8961796760559082,-24.363130569458008,-17.997575759887695,-14.604510307312012,-10.768348693847656,0.006742853205651045,3.862542152404785,6.701810836791992,5.42562198638916,-1.339848518371582,-5.887730598449707,-4.756660461425781,-3.331857442855835,-4.374065399169922,-3.281135082244873,cel
056__[cel][nod][cla]0038__3.wav,0.019147759303450584,1564.224797340264,1979.3125448903975,2680.343380489865,0.04115701918436294,-378.22552490234375,192.66900634765625,-40.21045684814453,9.842696189880371,-1.9611022472381592,1.2897534370422363,-13.133875846862793,-10.722382545471191,-12.0771484375,-10.02811336517334,-8.839922904968262,-6.984218597412109,-4.736163139343262,-5.540645122528076,-6.373136043548584,-8.22128963470459,-5.913488388061523,-5.937804698944092,-6.063126087188721,-6.42740535736084,cel
057__[cel][nod][cla]0036__1.wav,0.02722630836069584,7847.6777203382,7158.873838452417,17282.931271114863,0.13230913670366795,-251.44142150878906,57.4476432800293,32.17951583862305,15.031533241271973,13.023713111877441,10.996204376220703,1.5484983921051025,-6.743474006652832,-6.136303901672363,-0.48954084515571594,1.525710940361023,0.05159444361925125,-1.8787106275558472,-4.835651874542236,-9.098149299621582,-12.539915084838867,-13.363824844360352,-12.467904090881348,-10.723223686218262,-8.429969787597656,cel
057__[cel][nod][cla]0036__2.wav,0.029547013342380524,10327.96016407765,6663.1193678065465,18514.73025760135,0.39142246319980695,-184.5584716796875,11.600465774536133,6.306515693664551,2.973574638366699,4.379199981689453,2.998002290725708,-1.1085760593414307,-4.438509464263916,-3.9563064575195312,-2.9307541847229004,-2.6235947608947754,-2.64024019241333,-2.2458548545837402,-1.5043786764144897,-2.911158323287964,-4.674025535583496,-3.742788076400757,-0.6719638705253601,0.8484023213386536,0.4368453323841095,cel
057__[cel][nod][cla]0036__3.wav,0.04257962480187416,10966.174867954569,6383.081623569328,18699.799408783783,0.4924476652992278,-141.69796752929688,-4.476073265075684,-1.2909451723098755,-0.9331520199775696,0.024111846461892128,0.5335534811019897,0.2932888865470886,-0.289864718914032,-0.03404780849814415,0.516852855682373,0.2762620151042938,-0.9805331826210022,-1.3070930242538452,0.037301111966371536,0.8514556288719177,0.7874249219894409,-0.42966893315315247,-0.11322434991598129,0.26692381501197815,0.09681153297424316,cel
060__[cel][nod][cla]0045__1.wav,0.011139484122395515,1667.0449028231858,2594.978923080863,2869.4032411317567,0.035269365347490346,-445.60260009765625,173.30252075195312,-21.411651611328125,28.30570411682129,-7.315335273742676,10.645236015319824,-22.52254295349121,-2.728111743927002,-16.323772430419922,-0.3342911899089813,-7.618457317352295,0.010209131054580212,-1.9949625730514526,2.5777463912963867,3.2046494483947754,6.7326459884643555,1.0021065473556519,0.7252272367477417,-1.9031580686569214,5.723234176635742,cel
060__[cel][nod][cla]0045__2.wav,0.023099878802895546,2465.355558086086,3050.5876543524605,4635.042757601352,0.06945282335907337,-349.67181396484375,135.8226318359375,-26.685821533203125,26.53485870361328,-14.200174331665039,13.170166969299316,-33.55246353149414,-10.107741355895996,-21.79936408996582,4.263803005218506,-10.739312171936035,4.823383331298828,-16.070655822753906,-1.5963921546936035,-1.4506714344024658,6.454487323760986,0.36561548709869385,-4.399284839630127,3.033550500869751,16.160810470581055,cel
060__[cel][nod][cla]0045__3.wav,0.05419471487402916,10581.874925485698,6559.424874066839,18600.53051097973,0.44975604790057916,-113.80232238769531,8.784783363342285,5.040698051452637,1.6448591947555542,1.4840575456619263,0.15599890053272247,-3.172492504119873,-6.268627166748047,-6.42649507522583,-5.1297783851623535,-3.588503360748291,-3.598627805709839,-3.4640705585479736,-2.3305885791778564,-0.498144268989563,0.7975208163261414,0.755053699016571,0.41564416885375977,0.9678258895874023,1.506534218788147,cel
061__[cel][nod][cla]0032__1.wav,0.05332278087735176,10278.080787747063,6663.89030597956,18475.15572212838,0.4091796875,-115.3532485961914,16.834819793701172,8.679469108581543,3.1015148162841797,2.9700732231140137,2.4553632736206055,-0.5977833867073059,-3.657217025756836,-4.283481121063232,-4.237007141113281,-3.606285572052002,-2.0378358364105225,-0.2969672679901123,0.1049150750041008,-0.49711132049560547,-2.1104650497436523,-3.799271821975708,-4.228121757507324,-3.6016592979431152,-2.1815812587738037,cel
061__[cel][nod][cla]0032__2.wav,0.0679548904299736,10870.671555829142,6439.544963176488,18706.03489231419,0.4827631062982625,-94.0340347290039,0.45887792110443115,3.0368309020996094,1.7720472812652588,0.15144789218902588,-0.38860297203063965,-0.6563953161239624,-1.1205904483795166,-0.8350271582603455,-0.6258770227432251,0.12186317145824432,0.4081812798976898,-0.04399438947439194,-0.6468967795372009,-0.5897176265716553,-0.8921766877174377,-0.03108857199549675,1.4124274253845215,2.3274989128112793,2.3440072536468506,cel
061__[cel][nod][cla]0032__3.wav,0.02836683951318264,9134.850820038015,6944.522648429642,17945.971019847973,0.2733903686052124,-196.20176696777344,40.928932189941406,19.721845626831055,6.772484302520752,4.631811141967773,2.9533531665802,-1.2677565813064575,-4.748250961303711,-5.782978057861328,-3.799875497817993,-1.1103440523147583,0.9769522547721863,2.191041946411133,2.6070523262023926,2.4805567264556885,2.2459802627563477,1.0903599262237549,-1.2455904483795166,-2.7415096759796143,-3.6580770015716553,cel
065__[cel][nod][cla]0059__1.wav,0.09091079980134964,10516.489974354396,6594.637226466614,18578.165910050677,0.43319030526061775,-65.1678466796875,12.349356651306152,10.596600532531738,6.021206378936768,3.0596539974212646,0.6756702661514282,-1.0200574398040771,-1.7407231330871582,-1.5923264026641846,-0.8194762468338013,0.32858097553253174,0.602954626083374,0.22907283902168274,-0.4826083481311798,-1.6555343866348267,-2.608832597732544,-2.9567809104919434,-2.8289763927459717,-1.376006007194519,0.6074766516685486,cel
